Codigo,Entidad,Tipo,Nombre Software,Versión,URL,Estado,Años conformidad,Fec.Solicitud,Nota.Solicitud,Fec.Conformidad,Informe Tec.,SICOES,Detalle
624,Agencia Nacional de Hidrocarburos,Adquisición,AspenONE® Engineering Suit/Aspen Hysys,12.1,https://www.aspentech.com/en/products/engineering/aspen-hysys,INFORME EMITIDO,1,08/02/2022,ADSIB/DE/0256/2022,10/02/2023,ADSIB-UID/IT/0017/2022,,
625,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,PIPESIM,última,https://WWW.SLB.COM,EN ESPERA DE NOTA,1,,,,,,
626,Autoridad de Impugnacion Tributaria,Suscripción,Office 365,AAA-10635,https://www.office.com/?omkt=es-mx,INFORME EMITIDO,1,27/08/2021,ADSIB/DE/1527/2021,31/08/2021,ADSIB-UID/IT/0082/2021,,
627,Autoridad de Impugnacion Tributaria,Suscripción,Suscripcion Analytics software Sonicwall,2.5.0.2,https://www.sonicwall.com/products/management-and-reporting/analytics/,INFORME EMITIDO,1,31/08/2021,AGIT.1267/2021,31/08/2021,ADSIB-UIS/IT/0101/2021,,
628,Autoridad de Impugnacion Tributaria,Renovación,Servicio de video Conferencia WEB,1,https://www.gotomeeting.com/,INFORME EMITIDO,1,28/08/2021,AGIT.1267/2021,31/08/2021,ADSIB-UIS/IT/0101/2021,,
629,Autoridad de Impugnacion Tributaria,Renovación,Renovacion Antivirus,10.3.3.304,https://latam.kaspersky.com,INFORME EMITIDO,1,27/08/2021,ADSIB/DE/1527/2021,31/08/2021,ADSIB-UID/IT/0082/2021,,
630,Autoridad de Impugnacion Tributaria,Renovación,Renovación de Licencias UTM-IDP-Servicio anual de protección perimetral,18.0,https://www.sophos.com/en-us/products/next-gen-firewall.aspx,INFORME EMITIDO,1,31/08/2021,AGIT.1267/2021,31/08/2021,ADSIB-UIS/IT/0101/2021,,
632,Autoridad de Impugnacion Tributaria,Renovación,utm-idp Sonic Wall - Firewall,6.5,https://www.sonicwall.com/support/knowledge-base/sonicwall-firewall-utm-clustering-deployment-scenario/170505478286006/,INFORME EMITIDO,1,31/08/2021,AGIT.1267/2021,31/08/2021,ADSIB-UIS/IT/0101/2021,,
633,Agencia Nacional de Hidrocarburos,Adquisición,Halliburton Landmark Engineers Desktop ™ EDT™,2021,https://www.landmark.solutions/,EN ESPERA DE NOTA,3,,,,,,
634,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,GEOLOG,Geolog v2021,https://www.pdgm.com,INFORME EMITIDO,1,15/09/2021,ADSIB/DE/1659/2021,22/09/2021,ADSIB-UID/IT/0093/2021,,
635,Agencia Boliviana de Energía Nuclear,Adquisición,Dispositivo de Seguridad de Red Integrada,-,https://www.checkpoint.com/downloads/products/910-security-gateway-datasheet.pdf,INFORME EMITIDO,1,28/09/2021,ADSIB/DE/1708/2021,28/09/2021,ADSIB-UIS/IT/0111/2021,,
637,Aduana Nacional,Soporte,ORACLE PREMIER SUPPORT,2021,https://www.oracle.com/support/index.html,INFORME EMITIDO,1,15/10/2021,ADSIB/DE/1659/2021,18/10/2021,ADSIB-UID/IT/0114/2021,,
638,"Miniserio de Obras Publicas, Servicios y Vivienda",Renovación,Antivirus GDATA,s/n,https://www.gdata.es/,INFORME EMITIDO,1,11/11/2021,ADSIB/DE/1975/2021,12/11/2021,ADSIB-UIS/IT/0130/2021,,
639,Ministerio de Economia y Finanzas Públicas,Adquisición,Web Logic,12.2.1.3.0,https://support.oracle.com,EN ESPERA DE NOTA,1,,,,,,
642,Agencia Nacional de Hidrocarburos,Adquisición,SMARTASSEMBLY,8.0,https://www.red-gate.com/products/dotnet-development/smartassembly,INFORME EMITIDO,1,08/02/2022,ADSIB/DE/0256/2022,10/02/2022,ADSIB-UID/IT/0017/2022,,
643,Agencia Nacional de Hidrocarburos,Adquisición,DEVEXPRESS,21.1,https://www.devexpress.com/subscriptions/universal.xml,INFORME EMITIDO,1,08/02/2022,ADSIB/DE/0256/2022,10/02/2022,ADSIB-UID/IT/0017/2022,,
644,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,QUARK COSTOS Y PRESUPUESTOS,última,http://www.quark-costos.com/,INFORME EMITIDO,1,23/11/2021,ADSIB/DE/2058/2021,24/11/2021,ADSIB-UIS/IT/0132/2021,,
645,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,Emeraude,v5.30.01,https://www.kappaeng.com/software/emeraude/overview,EN ESPERA DE NOTA,1,,,,,,
646,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,GEOLOG,2020,https://pdgm.custhelp.com/app/home/,EN ESPERA DE NOTA,1,,,,,,
647,Servicio de Impuestos Nacionales,Otro,Antivirus Coorporativo,ultimo,https://www.sicoes.gob.bo/portal/index.php,INFORME EMITIDO,1,11/11/2021,ADSIB/DE/1973/2021,12/11/2021,ADSIB-UIS/IT/0129/2021,,
648,Registro Único para la Administración Tributaria Municipal,Suscripción,Kaspersky Endpoint Security for Business,SELECT,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,18/10/2021,ADSIB/DE/1841/2021,18/10/2021,ADSIB-UIS/IT/0123/2021,,
649,Autoridad de Fiscalización y Control de Pensiones y Seguros APS,Renovación,MCAFEE COMPLETE ENDPOINT PROTECTION BUSINESS,10.7 o superior,https://www.mcafee.com/es-mx/antivirus/mcafee-total-protection.html,EN ESPERA DE NOTA,1,,,,,,
650,Autoridad de Fiscalización y Control de Pensiones y Seguros APS,Renovación,SOPHOS FULLGUARD SG310 UTM 9,9.702-1 o superior,https://www.sophos.com/es-es.aspx,INFORME EMITIDO,1,27/10/2021,ADSIB/DE/1907/2021,29/10/2021,ADSIB-UIS/IT/0125/2021,,
651,"Dirección Estratégica de Reivindicación Marítima,Sillala y Recursos Hidricos",Adquisición,ANTIVIRUS TREND MICRO END POINT,XDR de Trend Micro Vision One,https://www.trendmicro.com/es!!!!!!!!!!!!!!!_mx/business/products/user-protection/sps.html,INFORME EMITIDO,1,01/11/2021,ADSIB/DE/1917/2021,05/11/2021,ADSIB-UIS/IT/0127/2021,,
652,Registro Único para la Administración Tributaria Municipal,Soporte,EDB Postgres Advanced Server,13,http://www.enterprisedb.com,INFORME EMITIDO,1,12/11/2023,RUAT No. 6706/2021,17/11/2021,ADSIB-UID/IT/0118/2021,,
653,Registro Único para la Administración Tributaria Municipal,Soporte,Gestor de Base de Datos Oracle,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,12/11/2021,ADSIB/DE/2002/2021,17/11/2021,ADSIB-UID/IT/0119/2021,,
654,Registro Único para la Administración Tributaria Municipal,Soporte,Oracle Diagnostics Management Pack,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,EN ESPERA DE NOTA,1,,,,,,
655,Registro Único para la Administración Tributaria Municipal,Soporte,Oracle Diagnostics Management Pack,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,12/11/2021,ADSIB/DE/2002/2021,17/11/2021,ADSIB-UID/IT/0119/2021,,
656,Registro Único para la Administración Tributaria Municipal,Soporte,Oracle Database Enterprise Edition.,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,12/11/2021,ADSIB/DE/2002/2021,17/11/2021,ADSIB-UID/IT/0119/2021,,
657,Registro Único para la Administración Tributaria Municipal,Soporte,Oracle Tunning Management Pack,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,12/11/2021,ADSIB/DE/2002/2021,17/11/2021,ADSIB-UID/IT/0119/2021,,
658,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,SOFTWARE INTEGRATED PRODUCTION MODELLING IPM,IPM 12.5,https://www.petex.com,INFORME EMITIDO,1,21/01/2021,ADSIB/DE/0859/2022,23/05/2022,ADSIB-UID/IT/0043/2022,,
659,Ministerio de Economia y Finanzas Públicas,Renovación,VMware,7,https://customerconnect.vmware.com,INFORME EMITIDO,3,29/11/2021,ADSIB/DE/2088/2021,01/12/2021,ADSIB-UID/IT/0124/2021,,
661,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,ASPENONE ENGINEERING R13 HYSYS,12,https://www.aspentech.com,INFORME EMITIDO,1,02/12/2022,ADSIB/DE/2114/2021,06/01/2022,ADSIB-UID/IT/0003/2022,,
665,Registro Único para la Administración Tributaria Municipal,Soporte,SAP BusinessObjects BI Edge Edition CS,4.1,https://support.sap.com/en/index.html,INFORME EMITIDO,1,08/12/2021,ADSIB/DE/2167/2021,10/12/2021,ADSIB-UID/IT/0128/2021,,
666,Servicio Estatal de Autonomías,Renovación,UNIFIED THREAT MANAGEMENT Gestión Unificada de Amenazas,12.1X46-D35.1,https://www.juniper.net/documentation/us/en/software/junos/utm/topics/topic-map/security-utm-overview.html,INFORME EMITIDO,1,16/12/2021,ADSIB/DE/2240/2021,20/12/2021,ADSIB-UIS/IT/0146/2021,,
667,Servicio Estatal de Autonomías,Adquisición,Kaspersky Endpoint Security for Business – Select,10.3.407,https://www.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,16/12/2021,ADSIB/DE/2237/2021,20/12/2021,ADSIB-UIS/IT/0145/2021,,
668,Registro Único para la Administración Tributaria Municipal,Suscripción,APPLE DEVELOPER PROGRAM IOS - 2022,1,https://developer.apple.com/programs/,INFORME EMITIDO,1,23/03/2022,ADSIB/DE/0522/2022,24/12/2021,ADSIB-UID/IT/0133/2021,,
670,ADSIB,Renovación,windows,10,https://windows.com,EN ESPERA DE NOTA,1,,,,,,
671,ADSIB,Renovación,office,15,https://windows.com,EN ESPERA DE NOTA,1,,,,,,
672,Servicio Nacional de Verificacion de Exportaciones,Adquisición,Antivirus Kaspersky,última versión,http://www.kaspersky.antivirus-bo.com/home,INFORME EMITIDO,1,01/02/2022,ADSIB/NE/0080/2022,03/02/2022,ADSIB-UIS/IT/0024/2022,,
674,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,PETROMOD,última,https://www.software.slb.com/products/petromod,INFORME EMITIDO,2,02/03/2022,ADSIB/DE/0408/2022,04/03/2022,ADSIB-UIS/IT/0037/2022,,
676,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,CASING WEAR,ültima,https://www.landmark.solutions/,INFORME EMITIDO,2,31/03/2022,ADSIB/DE/0558/2022,05/04/2022,ADSIB-UIS/IT/0046/2022,,
677,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ENGINEER´S DESKTOP,Última,https://www.landmark.solutions/,INFORME EMITIDO,2,31/03/2022,ADSIB/DE/0557/2022,05/04/2022,ADSIB-UIS/IT/0045/2022,,
678,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,INTERACTIVE PETROPHYSICS,Última,https://www.lr.org/en/software-digital,INFORME EMITIDO,2,01/06/2022,ADSIB/DE/0925/2022,03/06/2022,ADSIB-UIS/IT/0076/2022,,
679,Autoridad de Fiscalización y Control de Pensiones y Seguros,Renovación,office,365 E5,https://www.office.com/,INFORME EMITIDO,1,14/03/2022,ADSIB/DE/0462/2022,14/03/2022,ADSIB-UIS/IT/0039/2022,,
680,Yacimientos de Litio Bolivianos Corporación,Renovación,ARC GIS,"10,9",https://enterprise.arcgis.com/es/server/latest/get-started/windows/what-s-new-in-arcgis-for-server.htm,INFORME EMITIDO,2,27/04/2022,ADSIB/DE/0713/2022,28/04/2022,ADSIB-UID/IT/0039/2022,,
681,Yacimientos de Litio Bolivianos Corporación,Renovación,FEFLOW,7.4,https://www.mikepoweredbydhi.com/download/mike-2022,INFORME EMITIDO,2,27/04/2022,ADSIB/DE/0713/2022,30/05/2022,ADSIB-UID/IT/0044/2022,,
682,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,LITHOTECT,5000.1.9 o superior,https://www.landmark.solutions/,INFORME EMITIDO,2,13/04/2022,ADSIB/DE/0627/2022,20/04/2022,ADSIB-UIS/IT/0050/2022,,
683,Registro Único para la Administración Tributaria Municipal,Renovación,Data Protector Starter Pack Windows SW E-LTU,A.10.60,https://support.hpe.com/connect/s/product?language=es&tab=manualsAndGuides&kmpmoid=1009846112#t=Documents,INFORME EMITIDO,1,13/04/2022,ADSIB/DE/0631/2022,14/04/2022,ADSIB-UIS/IT/0049/2022,,
684,Registro Único para la Administración Tributaria Municipal,Renovación,Data Protector On-line Backup for Windows SW E-LTU,A.10.60,https://support.hpe.com/connect/s/product?language=es&tab=manualsAndGuides&kmpmoid=1009846136#t=Documents,INFORME EMITIDO,1,13/04/2022,ADSIB/DE/0631/2022,14/04/2022,ADSIB-UIS/IT/0049/2022,,
685,Registro Único para la Administración Tributaria Municipal,Renovación,Data Protector Drive Extension UNIX/NAS/SAN SW E-LTU,A.10.60,https://support.hpe.com/connect/s/product?language=es&tab=manualsAndGuides&kmpmoid=1009846122#t=Documents,INFORME EMITIDO,1,13/04/2022,ADSIB/DE/0631/2022,14/04/2022,ADSIB-UIS/IT/0049/2022,,
686,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,ASPENONE ENGINEERING,12,https://www.aspentech.com,INFORME EMITIDO,2,27/04/2022,ADSIB/DE/0714/2022,29/04/2022,ADSIB-UIS/IT/0057/2022,,
687,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,PROSOURCE PETREL STUDIO TECHLOG,Última versión comercial,https://www.slb.com,INFORME EMITIDO,2,20/04/2022,ADSIB/DE/0657/2022,21/04/2022,ADSIB-UIS/IT/0051/2022,,
688,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,SUITE PETREL,última,https://www.software.slb.com/products/petrel,INFORME EMITIDO,2,13/05/2022,ADSIB/DE/0823/2022,16/05/2022,ADSIB-UIS/IT/0065/2022,,
689,Registro Único para la Administración Tributaria Municipal,Renovación,FORTIANALYZER-VM,6.2.5,https://www.fortinet.com/content/dam/fortinet/assets/data-sheets/FortiAnalyzer.pdf,INFORME EMITIDO,1,26/04/2022,ADSIB/DE/0698/2022,28/04/2022,ADSIB-UIS/IT/0055/2022,,
691,FONDESIF,Renovación,LICENCIA PARA FIREWALL SOPHOS,FIREWALL XG SOPHOS,https://www.licenciasonline.com/bo/es/productos/sophos/xg-firewall?source=googleads&gclid=Cj0KCQiA48j9BRC-ARIsAMQu3WQYWrpgdD3JYLXxMbq2c2kPr-M8rStgS6oKVSI5-lvJ2vDI-z9X634aAswfEALw!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!_wcB,INFORME EMITIDO,1,13/05/2022,ADSIB/DE/0824/2022,17/05/2022,ADSIB-UIS/IT/0066/2022,,
692,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,INTEGRATED PRODUCTION MODELLING IPM,12.5,https://www.petex.com,EN ESPERA DE NOTA,2,,,,,,
694,FONDESIF,Adquisición,symantec endpoint protection,14.3,https://techdocs.broadcom.com/es/es/symantec-security-software/endpoint-security-and-management/endpoint-protection/all/what-is-v45096464-d43e1648.html,INFORME EMITIDO,1,09/05/2022,ADSIB/DE/0778/2022,10/05/2022,ADSIB-UIS/IT/0062/2022,,
695,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,GEOLOG,Última,https://www.pgdm.com,INFORME EMITIDO,2,14/06/2022,ADSIB/DE/1024/2022,15/06/2022,ADSIB-UID/IT/0048/2022,,
696,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,KAPPA: Saphir Topaze Rubis,últma,https://www.kappaeng.com,INFORME EMITIDO,2,21/01/2022,ADSIB/DE/1117/2022,04/07/2022,ADSIB-UID/IT/0058/2022,,
697,Contraloria General del Estado,Adquisición,VCenter Server 7 Standard,7 Standard,https://www.vmware.com/,EN ESPERA DE NOTA,1,,,,,,
698,Contraloria General del Estado,Renovación,VSphere 7 Standard,7 Standard,https://www.vmware.com/,INFORME EMITIDO,1,12/07/2022,ADSIB/DE/1174/2022,13/07/2022,ADSIB-UIS/IT/0091/2022,,
699,Contraloria General del Estado,Renovación,Kaspersky Endpoint Security for Businnes,13,https://latam.kaspersky.com/home-security,INFORME EMITIDO,1,12/07/2022,ADSIB/DE/1174/2022,13/07/2022,ADSIB-UIS/IT/0091/2022,,
7,Agencia para el Desarrollo de la Sociedad de la Información en Bolivia,Adquisición,Windows,10,,EN ESPERA DE NOTA,1,,,18/10/2017,,,
700,Contraloria General del Estado,Renovación,VCenter Server 7 Standard,7 Standard,https://www.vmware.com/,INFORME EMITIDO,1,12/07/2022,ADSIB/DE/1174/2022,13/07/2022,ADSIB-UIS/IT/0091/2022,,
701,Autoridad de Supervisión del Sistema Financiero,Renovación,Complete Data Protection Advanced,11.6,https://www.mcafee.com/enterprise/en-us/products/dlp-endpoint/support.html,INFORME EMITIDO,1,01/09/2022,ADSIB/DE/1404/2022,02/09/2022,ADSIB-UIS/IT/0108/2022,,
702,Autoridad de Supervisión del Sistema Financiero,Renovación,Suite de Seguridad,1,https://www.trendmicro.com/es!!!!!!!_es/business/products/user-protection/sps.html,INFORME EMITIDO,1,01/09/2022,ADSIB/DE/1407/2022,02/09/2022,ADSIB-UIS/IT/0109/2022,,
703,Gestora SAJ-RPA del Ministerio de Justicia y Transparencia Institucional,Renovación,Antivirus Kaspersky,Kaspersky Endpoint Security For Business Select,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,04/07/2022,ADSIB/DE/1125/2022,05/07/2022,ADSIB-UIS/IT/0086/2022,,
704,Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes,Renovación,Kaspersky Endpoint Detection and Response Optimum,Kaspersky Endpoint Detection and Response Optimum,https://latam.kaspersky.com/,INFORME EMITIDO,1,01/07/2022,ADSIB/DE/1110/2022,04/07/2022,ADSIB-UIS/IT/0085/2022,,
705,Tribunal Supremo Electoral,Adquisición,VMware,7,https://www.vmware.com,INFORME EMITIDO,3,12/07/2022,ADSIB/DE/1177/2022,13/07/2022,ADSIB-UIS/IT/0089/2022,,
706,Tribunal Supremo Electoral,Renovación,VMware,7,https://www.vmware.com,INFORME EMITIDO,3,12/07/2022,ADSIB/DE/1177/2022,13/07/2022,ADSIB-UIS/IT/0089/2022,,
707,Tribunal Supremo Electoral,Adquisición,DMA Dynamic Matching Array,4,https://www.nec.com/en/global/solutions/biometrics/index.html,INFORME EMITIDO,3,12/07/2022,ADSIB/DE/1177/2022,13/07/2022,ADSIB-UID/IT/0065/2022,,
709,Unidad de Análisis de Políticas Sociales y Económicas,Adquisición,ESET Protect Entry On-Prem,9 (última),https://www.eset.com,INFORME EMITIDO,1,20/07/2022,ADSIB-UIS/IT/0092/2022,20/07/2022,ADSIB-UIS/IT/0092/2022,,
710,Registro Único para la Administración Tributaria Municipal,Renovación,Cisco Identity Services Engine ISE,2.7.0.356,https://www.cisco.com/c/en/us/products/security/identity-services-engine/index.html,EN ESPERA DE NOTA,1,,,,,,
713,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ENGINEER´S DESKTOP,5000.17 o superior,https://www.landmark.solutions/,INFORME EMITIDO,2,22/09/2022,ADSIB/DE/1532/2022,27/09/2022,ADSIB-UIS/IT/0119/2022,,
714,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,GeoX,2022.1 (última versión a la fecha),https://www.software.slb.com/products/petrel,EN ESPERA DE NOTA,2,,,,,,
715,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,SYNERGI GAS,última,https://www.dnv.com/services/hydraulic-modelling-and-simulation-software-synergi-gas-3894,INFORME EMITIDO,2,02/09/2022,ADSIB/DE/1414/2022,05/09/2022,ADSIB-UIS/IT/0110/2022,,
716,Instituto Nacional de Estadística,Adquisición,Kaspersky Endpoint Security for Business,11.10.0.399,https://www.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,18/08/2022,ADSIB/DE/1342/2022,19/08/2022,ADSIB-UIS/IT/0102/2022,,
717,Instituto Nacional de Estadística,Adquisición,Windows,10 - 11,https://www.microsoft.com/es-es/software-download/windows10,INFORME EMITIDO,3,13/09/2022,ADSIB/DE/1469/2022,14/09/2022,ADSIB-UIS/IT/0116/2022,,
718,Servicio General de Identificación Personal,Adquisición,SIEM,6.6,https://www.fortinet.com/lat/products/siem/fortisiem,EN ESPERA DE NOTA,1,,,,,,
719,Servicio General de Identificación Personal,Renovación,Dynatrace,1.249.165,https://www.dynatrace.com/,EN ESPERA DE NOTA,1,,,,,,
726,Registro Único para la Administración Tributaria Municipal,Renovación,Servicio de soporte y actualización FORTIANALYZER-VM,7.0.4,https://www.fortinet.com/content/dam/fortinet/assets/data-sheets/FortiAnalyzer.pdf,INFORME EMITIDO,1,10/10/2022,ADSIB/DE/1613/2022,11/10/2022,ADSIB-UIS/IT/0126/2022,,
727,Autoridad de Impugnacion Tributaria,Renovación,Office 365,AAA-10635,https://www.office.com/?omkt=es-mx,INFORME EMITIDO,1,13/10/2022,ADSIB/DE/1638/2022,19/10/2022,ADSIB-UID/IT/0097/2022,,
728,Agencia Boliviana de Energía Nuclear,Renovación,Dispositivo de Seguridad de Red Integrada,-,https://www.checkpoint.com/downloads/products/910-security-gateway-datasheet.pdf,EN ESPERA DE NOTA,1,,,,,,
730,Autoridad de Impugnacion Tributaria,Renovación,Servicio de video Conferencia WEB,1,https://www.gotomeeting.com/,INFORME EMITIDO,1,08/11/2022,ADSIB/DE/1762/2022,16/11/2022,ADSIB-UIS/IT/0142/2022,,
731,Servicio de Impuestos Nacionales,Otro,Antivirus Coorporativo,ultimo,https://latam.kaspersky.com/,EN ESPERA DE NOTA,1,,,,,,
732,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,KAPPA – Workstation,ultima,https://www.kappaeng.com,INFORME EMITIDO,2,05/12/2022,ADSIB/DE/1909/2022,06/12/2022,ADSIB-UIS/IT/0155/2022,,
733,Instituto Nacional de Estadística,Adquisición,Kaspersky Endpoint Security for Business - Select,"Consola de administración Kaspersky Security Center 14.0.0.10902, Usuario Kaspresky Endpoint Security 11.11.0.452",https://www.kaspersky.com/small-to-medium-business-security/downloads/endpoint,INFORME EMITIDO,1,13/01/2023,ADSIB-DE-73/2023,16/01/2023,ADSIB-UIS-IT-10/2023,,
734,Autoridad de Impugnacion Tributaria,Renovación,Renovación de Licencias UTM-IDP-Servicio anual de protección perimetral,SFOS 18.0.4 MR-4,https://www.sophos.com/en-us/products/next-gen-firewall.aspx,INFORME EMITIDO,1,08/11/2022,ADSIB/DE/1761/2022,14/11/2022,ADSIB-UIS/IT/0138/2022,,
735,Autoridad de Impugnacion Tributaria,Renovación,Renovacion Antivirus,10.3.3.304,https://latam.kaspersky.com,INFORME EMITIDO,1,08/11/2022,ADSIB/DE/1763/2022,10/11/2022,ADSIB-UIS/IT/0133/2022,,
736,Servicio Estatal de Autonomías,Renovación,UNIFIED THREAT MANAGEMENT Gestión Unificada de Amenazas,12.1X46-D35.1,https://www.juniper.net/documentation/us/en/software/junos/utm/topics/topic-map/security-utm-overview.html,INFORME EMITIDO,1,29/11/2022,ADSIB/DE/1877/2022,01/12/2022,ADSIB-UIS/IT/0151/2022,,
737,Servicio Estatal de Autonomías,Renovación,Kaspersky Endpoint Security for Business – Select,10.3.407,https://www.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,29/11/2022,ADSIB/DE/1876/2022,01/12/2022,ADSIB-UIS/IT/0150/2022,,
738,Autoridad de Fiscalización y Control de Pensiones y Seguros APS,Renovación,MCAFEE COMPLETE ENDPOINT PROTECTION BUSINESS,10.7 o superior,https://www.mcafee.com/es-mx/antivirus/mcafee-total-protection.html,INFORME EMITIDO,1,14/11/2022,ADSIB/DE/1806/2022,15/11/2022,ADSIB-UIS/IT/0140/2022,,
739,Autoridad de Fiscalización y Control de Pensiones y Seguros APS,Renovación,SOPHOS FULLGUARD SG310 UTM 9,9.702-1 o superior,https://www.sophos.com/es-es.aspx,INFORME EMITIDO,1,16/11/2022,ADSIB/DE/1825/2022,17/11/2022,ADSIB-UIS/IT/0143/2022,,
740,Autoridad de Impugnacion Tributaria,Renovación,UTM-IDP Sonic Wall - Firewall,6.5,https://www.sonicwall.com/support/knowledge-base/sonicwall-firewall-utm-clustering-deployment-scenario/170505478286006/,INFORME EMITIDO,1,21/11/2022,ADSIB/DE/1837/2022,22/11/2022,ADSIB-UIS/IT/0145/2022,,
745,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,LANDMARK,ultima,https://www.halliburton.com/,INFORME EMITIDO,2,05/04/2023,ADSIB-DE-588/2023,10/04/2023,ADSIB-UID-IT-46/2023,,
746,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,YOKOGAWA,última,https://www.yokogawa.com/,EN ESPERA DE NOTA,2,,,,,,
749,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,SAPHIR,última,https://www.kappaeng.com,INFORME EMITIDO,2,24/04/2022,ADSIB-DE-706/2023,24/04/2023,ADSIB-UIS-IT-38/2023,,
750,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,PARADIGM: PLATAFORMAS SEISEARTH SKUA Y GEOLOG,última,https://www.pdgm.com/products/,INFORME EMITIDO,2,05/04/2023,ADSIB-DE-589/2023,10/04/2023,ADSIB-UIS-IT-35/2023,,
751,Autoridad de Fiscalización y Control de Pensiones y Seguros - APS,Renovación,Office,365 E5,https://www.office.com/,INFORME EMITIDO,1,28/03/2023,ADSIB-DE-551/2023,29/03/2023,ADSIB-UID-IT-43/2023,,
753,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,IBM MÁXIMO,última,https://www.ibm.com/es-es/products/maximo,INFORME EMITIDO,2,24/04/2023,ADSIB-DE-700/2023,26/04/2022,ADSIB-UIS-IT-41/2023,,
754,Aduana Nacional,Suscripción,AutoCAD,2023,https://www.autodesk.com,INFORME EMITIDO,1,24/04/2023,ADSIB-DE-689/2023,24/04/2023,ADSIB-UIS-IT-39/2023,,
757,Registro Único para la Administración Tributaria Municipal,Renovación,Data Protector Drive Extension UNIX/NAS/SAN SW E-LTU,A.10.60,https://support.hpe.com/connect/s/product?language=es&tab=manualsAndGuides&kmpmoid=1009846122#t=Documents,INFORME EMITIDO,1,24/04/2023,ADSIB-DE-711/2023,24/04/2023,ADSIB-UIS-IT-40/2023,,
760,Registro Único para la Administración Tributaria Municipal,Renovación,Data Protector On-line Backup for Windows SW E-LTU,A.10.60,https://support.hpe.com/connect/s/product?language=es&tab=manualsAndGuides&kmpmoid=1009846136#t=Documents,INFORME EMITIDO,1,24/04/2023,ADSIB-DE-711/2023,24/04/2023,ADSIB-UIS-IT-40/2023,,
761,Registro Único para la Administración Tributaria Municipal,Renovación,Data Protector Starter Pack Windows SW E-LTU,A.10.60,https://support.hpe.com/connect/s/product?language=es&tab=manualsAndGuides&kmpmoid=1009846112#t=Documents,INFORME EMITIDO,1,24/04/2023,ADSIB-DE-711/2023,24/04/2023,ADSIB-UIS-IT-40/2023,,
764,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,IPM PROSPER,Última versión,https://www.petroleumexperts.com,EN ESPERA DE NOTA,2,,,,,,
765,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,MICROSOFT WINDOWS SERVER/ MICROSOFT SQL SERVER/MICROSOFT EXCHANGE SERVER,2022 (última versión a la fecha),https://www.fils.bo/,INFORME EMITIDO,2,05/06/2023,ADSIB-DE-972/2023,07/06/2023,ADSIB-UIS-IT-56/2023,,
